Gene,Effect,HRE
HEG1,NO,NO
RASA4,NO,NO
CABP4,NO,NO
FGF3,NO,NO
TXN,NO,NO
SLCO1B1,NO,NO
ZNF404,NO,NO
HSPA6,NO,NO
TSNAX,NO,NO
ADCY8,NO,NO
AIM1L,NO,NO
S100A6,NO,NO
CCDC36,NO,NO
B3GALT4,NO,NO
TMEM39B,NO,NO
TMEM61,NO,NO
IRF7,NO,NO
ZNF25,NO,NO
BTN2A2,NO,NO
PRSS16,NO,NO
ODF1,NO,NO
PCSK6,NO,NO
RBCK1,NO,NO
PRMT2,NO,NO
FAM9A,NO,NO
FAM127A,NO,NO
BSPRY,NO,NO
COX6A1,NO,NO
PYGL,NO,NO
EPOR,NO,NO
SLC2A5,NO,NO
AMDHD1,NO,NO
FGF22,NO,NO
DDX26B,NO,NO
F11R,NO,NO
MCEE,NO,NO
SCTR,NO,NO
PLB1,NO,NO
CYP51A1,NO,NO
SLC3A2,NO,NO
BLVRB,NO,NO
PELI1,NO,NO
LAMB3,NO,NO
SYCE1,NO,NO
ARPC3,NO,NO
ZNF18,NO,NO
FCGR2A,NO,NO
PTPRU,NO,NO
LASS6,NO,NO
ZNF26,NO,NO
COQ7,NO,NO
APOC4,NO,NO
COL8A2,NO,NO
CALD1,NO,NO
TRPV4,NO,NO
GNG7,NO,NO
ZNF419,NO,NO
DCP1A,NO,NO
SNX16,NO,NO
STON2,NO,NO
TMEM18,NO,NO
PDE6H,NO,NO
PLG,NO,NO
ARHGAP19,NO,NO
SCCPDH,NO,NO
ZNF263,NO,NO
PIGP,NO,NO
ADIPOR1,NO,NO
TMEM22,NO,NO
CLN5,NO,NO
COG6,NO,NO
CHCHD2,NO,NO
IFNA6,NO,NO
ING4,NO,NO
LETMD1,NO,NO
ZNF592,NO,NO
CHRND,NO,NO
TMEM43,NO,NO
KPNA5,NO,NO
CLEC7A,NO,NO
DYNLRB1,NO,NO
RTP3,NO,NO
COL4A2,NO,NO
DPM3,NO,NO
PEX7,NO,NO
PI4K2B,NO,NO
SYP,NO,NO
RASSF8,NO,NO
SLC15A1,NO,NO
PABPC3,NO,NO
PIM3,NO,NO
VN1R1,NO,NO
TNFRSF9,NO,NO
C8G,NO,NO
MYBL2,NO,NO
ATP6V1B1,NO,NO
CSAD,NO,NO
MFGE8,NO,NO
PCMTD1,NO,NO
KIF13B,NO,NO
GHITM,NO,NO
PCTK3,NO,NO
PIK3C3,NO,NO
ZNF250,NO,NO
HIAT1,NO,NO
RNASE1,NO,NO
KCTD7,NO,NO
MYO1A,NO,NO
PBX4,NO,NO
ZNF673,NO,NO
NEIL2,NO,NO
GPRASP1,NO,NO
ASB12,NO,NO
HOXD10,NO,NO
SPG21,NO,NO
TICAM1,NO,NO
GCA,NO,NO
SPARCL1,NO,NO
BSG,NO,NO
IL11,NO,NO
MOSC2,NO,NO
HADHB,NO,NO
DMGDH,NO,NO
ZNF212,NO,NO
TXNDC8,NO,NO
MCART1,NO,NO
UTF1,NO,NO
NDRG4,NO,NO
BOLA1,NO,NO
SERPINE2,NO,NO
AGTR1,NO,NO
PDLIM3,NO,NO
HMOX1,NO,NO
CCDC58,NO,NO
KIAA0649,NO,NO
RGS10,NO,NO
RBM7,NO,NO
GZMK,NO,NO
FBXO16,NO,NO
DISP2,NO,NO
ABLIM1,NO,NO
RASL12,NO,NO
MVD,NO,NO
PLCE1,NO,NO
APH1B,NO,NO
LAMA3,NO,NO
ADAMTSL4,NO,NO
FEZ2,NO,NO
RPP21,NO,NO
MAT1A,NO,NO
SC5DL,NO,NO
PLA2G4F,NO,NO
KISS1R,NO,NO
SLC27A3,NO,NO
PGAP1,NO,NO
PKIB,NO,NO
ATP4B,NO,NO
GNGT1,NO,NO
ZFP28,NO,NO
PGM2,NO,NO
SH3BGR,NO,NO
TP53INP1,NO,NO
MAPK8IP3,NO,NO
PTPRH,NO,NO
ZNF564,NO,NO
ZNF284,NO,NO
ZNF335,NO,NO
PGLYRP4,NO,NO
RPL24,NO,NO
CAMK2G,NO,NO
AQP6,NO,NO
EVL,NO,NO
ZNF175,NO,NO
SEPW1,NO,NO
ZMYM3,NO,NO
TRIM36,NO,NO
TREML1,NO,NO
CSDA,NO,NO
RGS2,NO,NO
CMYA5,NO,NO
SLC17A5,NO,NO
SLC2A4RG,NO,NO
ARNT,NO,NO
GPR155,NO,NO
OLFML2A,NO,NO
ICAM1,NO,NO
TACR3,NO,NO
CSF1R,NO,NO
ADA,NO,NO
EMD,NO,NO
TGFBI,NO,NO
COX6C,NO,NO
TARSL2,NO,NO
ARRDC2,NO,NO
THNSL2,NO,NO
DRD4,NO,NO
DCTN2,NO,NO
ZNF554,NO,NO
M6PRBP1,NO,NO
WISP2,NO,NO
SGCB,NO,NO
CAV2,NO,NO
ANKMY2,NO,NO
TDRD9,NO,NO
CXCL13,NO,NO
RRAS2,NO,NO
MT1G,NO,NO
GATA1,NO,NO
CRYBB3,NO,NO
MAGEA5,NO,NO
GPR157,NO,NO
GRPEL1,NO,NO
SVEP1,NO,NO
RAGE,NO,NO
NKAP,NO,NO
AZGP1,NO,NO
CEACAM5,NO,NO
UTY,NO,NO
XRN1,NO,NO
SLC39A13,NO,NO
PLEKHA8,NO,NO
HGF,NO,NO
ABCB10,NO,NO
STX6,NO,NO
RNPEPL1,NO,NO
DHCR7,NO,NO
VPS26B,NO,NO
MYL6,NO,NO
TEX12,NO,NO
FUT3,NO,NO
PMM1,NO,NO
MUM1L1,NO,NO
C2,NO,NO
PORCN,NO,NO
RPS14,NO,NO
GBP2,NO,NO
S100A7,NO,NO
RNF175,NO,NO
IL9,NO,NO
HFE,NO,NO
PSAP,NO,NO
FANK1,NO,NO
LINS1,NO,NO
TERF2IP,NO,NO
PAGE1,NO,NO
WASF2,NO,NO
AGPAT5,NO,NO
ABCC1,NO,NO
FBXO7,NO,NO
LRRC36,NO,NO
INPP5D,NO,NO
B3GNT4,NO,NO
POLI,NO,NO
MAL,NO,NO
MTPN,NO,NO
PGCP,NO,NO
NIPA1,NO,NO
GDI1,NO,NO
POU1F1,NO,NO
CYB5A,NO,NO
KCNT2,NO,NO
RAB3B,NO,NO
NKD2,NO,NO
CRHR2,NO,NO
CYP17A1,NO,NO
LIPA,NO,NO
COMP,NO,NO
RPS27,NO,NO
DENND4C,NO,NO
GPR85,NO,NO
CDC42EP5,NO,NO
CRYBB2,NO,NO
ARC,NO,NO
HCST,NO,NO
LENEP,NO,NO
LRRC34,NO,NO
ZNF430,NO,NO
TCF15,NO,NO
AGA,NO,NO
PRSS8,NO,NO
ZNF627,NO,NO
GOLGA6,NO,NO
SIAH1,NO,NO
DUSP11,NO,NO
FCN1,NO,NO
DOK5,NO,NO
ADH6,NO,NO
OR2H2,NO,NO
INHBE,NO,NO
CPA3,NO,NO
PIK3C2A,NO,NO
CD163,NO,NO
STOM,NO,NO
ATP6V1G1,NO,NO
MAP1LC3A,NO,NO
FAM3A,NO,NO
ARL8B,NO,NO
MMP3,NO,NO
FZD10,NO,NO
CAT,NO,NO
PPIL3,NO,NO
CEP135,NO,NO
GLO1,NO,NO
PPP1R14C,NO,NO
FFAR1,NO,NO
HTRA3,NO,NO
KIAA1949,NO,NO
KIR3DL1,NO,NO
RPL36A,NO,NO
SMARCA1,NO,NO
ALLC,NO,NO
SENP5,NO,NO
SLU7,NO,NO
CTSS,NO,NO
IGFBP2,NO,NO
SH3YL1,NO,NO
CIDEC,NO,NO
IL31RA,NO,NO
SLC7A5,NO,NO
SPSB3,NO,NO
RPL9,NO,NO
HACE1,NO,NO
XKR8,NO,NO
FBXO38,NO,NO
TACSTD2,NO,NO
MYOM3,NO,NO
CAPN13,NO,NO
CPN2,NO,NO
GIMAP5,NO,NO
ZNF713,NO,NO
MAPK15,NO,NO
IL17RA,NO,NO
GDPD2,NO,NO
RGL2,NO,NO
ZNF675,NO,NO
IL13RA2,NO,NO
OR2B2,NO,NO
GCM1,NO,NO
ZDHHC7,NO,NO
ZNF470,NO,NO
FXYD1,NO,NO
UBE2V1,NO,NO
AVPR2,NO,NO
CYP4B1,NO,NO
ZNF23,NO,NO
MAGEA10,NO,NO
EXO1,NO,NO
IGFBP6,NO,NO
VPS39,NO,NO
PTGDS,NO,NO
KIAA0913,NO,NO
CLEC4A,NO,NO
GPRC5B,NO,NO
PLCXD1,NO,NO
PRAF2,NO,NO
PLCXD1,NO,NO
ATP1A4,NO,NO
RPL22L1,NO,NO
KRT3,NO,NO
AMHR2,NO,NO
MRPL33,NO,NO
DEPDC5,NO,NO
MPST,NO,NO
ARHGAP29,NO,NO
SUV420H1,NO,NO
XRCC6BP1,NO,NO
CA5A,NO,NO
ZNF486,NO,NO
APOD,NO,NO
ADSSL1,NO,NO
CD8A,NO,NO
SFT2D1,NO,NO
INA,NO,NO
TNFRSF11A,NO,NO
ZNF227,NO,NO
SCML1,NO,NO
T,NO,NO
ATP5C1,NO,NO
YEATS4,NO,NO
CKMT1B,NO,NO
CROCC,NO,NO
LAMB1,NO,NO
SHFM1,NO,NO
ZNF267,NO,NO
XRCC1,NO,NO
WDFY1,NO,NO
TMEM14B,NO,NO
ECHS1,NO,NO
F7,NO,NO
CEACAM7,NO,NO
MTHFD2,NO,NO
DSP,NO,NO
MMD2,NO,NO
ANXA11,NO,NO
XCL1,NO,NO
CLPX,NO,NO
S100A4,NO,NO
PROS1,NO,NO
HEBP1,NO,NO
FAM59A,NO,NO
PIGV,NO,NO
SMEK2,NO,NO
TRAF6,NO,NO
IL32,NO,NO
EGF,NO,NO
HIST1H2BJ,NO,NO
PXMP3,NO,NO
TMEM67,NO,NO
P4HA3,NO,NO
RTKN,NO,NO
DENND2A,NO,NO
RABAC1,NO,NO
TBX19,NO,NO
ZNF432,NO,NO
PSG5,NO,NO
GMPS,NO,NO
TRIM7,NO,NO
ITPR3,NO,NO
GGH,NO,NO
ROD1,NO,NO
SLC25A29,NO,NO
ZNF136,NO,NO
PSG9,NO,NO
FAM127B,NO,NO
THUMPD2,NO,NO
GABRR1,NO,NO
SOD1,NO,NO
PDZK1IP1,NO,NO
GTF2B,NO,NO
HLA-DQA1,NO,NO
RASSF3,NO,NO
SLC25A30,NO,NO
ZNF446,NO,NO
VWA1,NO,NO
WDR78,NO,NO
BST1,NO,NO
PRPS2,NO,NO
FABP3,NO,NO
NDUFB11,NO,NO
UPRT,NO,NO
D2HGDH,NO,NO
RFC1,NO,NO
CD86,NO,NO
MCCC1,NO,NO
ARSK,NO,NO
CRISP1,NO,NO
PPP2CB,NO,NO
HSDL2,NO,NO
ACOT2,NO,NO
PRSS7,NO,NO
MTHFR,NO,NO
SF3B14,NO,NO
WDR5B,NO,NO
DENND3,NO,NO
GALNT12,NO,NO
ADAM8,NO,NO
GABBR1,NO,NO
CCDC92,NO,NO
SCG3,NO,NO
CFDP1,NO,NO
PHLDB3,NO,NO
IGJ,NO,NO
ZKSCAN1,NO,NO
LIPF,NO,NO
CYP2E1,NO,NO
SLC36A4,NO,NO
DERA,NO,NO
SERTAD3,NO,NO
GPR4,NO,NO
ALPL,NO,NO
COL4A4,NO,NO
SLC25A25,NO,NO
PTPRCAP,NO,NO
RPL37A,NO,NO
PRAMEF1,NO,NO
CCR3,NO,NO
PLAC8,NO,NO
TERT,NO,NO
BRPF3,NO,NO
PHKG1,NO,NO
AICDA,NO,NO
RXFP2,NO,NO
TMEM144,NO,NO
SLPI,NO,NO
CR2,NO,NO
GPR98,NO,NO
HIST1H2AK,NO,NO
LRRC27,NO,NO
AHNAK2,NO,NO
EMID1,NO,NO
MAGEC3,NO,NO
GABRA5,NO,NO
HSD17B12,NO,NO
SPERT,NO,NO
PCSK4,NO,NO
ACOT9,NO,NO
FRZB,NO,NO
ZDHHC19,NO,NO
CFB,NO,NO
IL7R,NO,NO
HIST1H2AC,NO,NO
SIRT6,NO,NO
LSM14A,NO,NO
FABP7,NO,NO
ZNF485,NO,NO
SYT13,NO,NO
P2RY4,NO,NO
IFNA10,NO,NO
ZNF282,NO,NO
ANKRD11,NO,NO
TP53BP2,NO,NO
TMEM55A,NO,NO
MMAB,NO,NO
ZNF226,NO,NO
DUSP13,NO,NO
IRF8,NO,NO
MIER1,NO,NO
KLHDC7A,NO,NO
EFHD1,NO,NO
MUC6,NO,NO
RAB26,NO,NO
SRP9,NO,NO
CGN,NO,NO
MYOD1,NO,NO
MED6,NO,NO
MARK4,NO,NO
FAM73A,NO,NO
HES4,NO,NO
PLIN,NO,NO
SAMD8,NO,NO
GLYATL2,NO,NO
COL20A1,NO,NO
IL13RA1,NO,NO
LRP5,NO,NO
TOMM7,NO,NO
RBM18,NO,NO
PIWIL1,NO,NO
ARL11,NO,NO
UPK1A,NO,NO
PSG3,NO,NO
STXBP3,NO,NO
LYPD3,NO,NO
BHLHB9,NO,NO
COL4A3,NO,NO
IFNA16,NO,NO
SIRT4,NO,NO
MT1A,NO,NO
APOL5,NO,NO
ALDH9A1,NO,NO
MAP4K3,NO,NO
CYP3A4,NO,NO
MRGPRX1,NO,NO
STAP2,NO,NO
GALNT2,NO,NO
MICB,NO,NO
HBA1,NO,NO
CRYZL1,NO,NO
LSS,NO,NO
S100A2,NO,NO
CCBP2,NO,NO
DOK3,NO,NO
ARMC4,NO,NO
ZNF649,NO,NO
ATP5E,NO,NO
RNF182,NO,NO
FAM109B,NO,NO
CETN2,NO,NO
ARID4A,NO,NO
CCDC102B,NO,NO
NPPB,NO,NO
AADAT,NO,NO
LDLR,NO,NO
MORC3,NO,NO
DPT,NO,NO
PLEKHM2,NO,NO
KCNK16,NO,NO
FOLH1,NO,NO
ZP1,NO,NO
AGT,NO,NO
FASLG,NO,NO
MAPRE3,NO,NO
LUZP1,NO,NO
TSPAN2,NO,NO
TMEM171,NO,NO
ANKRD16,NO,NO
HSF2,NO,NO
TOLLIP,NO,NO
SFXN1,NO,NO
NEU1,NO,NO
CYP11B2,NO,NO
BMP10,NO,NO
GKAP1,NO,NO
ABCC6,NO,NO
JAM2,NO,NO
TAF5L,NO,NO
LCE1E,NO,NO
HIST1H2AM,NO,NO
FCHO1,NO,NO
PTAFR,NO,NO
LGMN,NO,NO
ALAS2,NO,NO
SH2D1B,NO,NO
MGC42105,NO,NO
STEAP3,NO,NO
KLC4,NO,NO
AKAP14,NO,NO
ELP3,NO,NO
HSPA5,NO,NO
RDH11,NO,NO
A4GALT,NO,NO
HS6ST2,NO,NO
HOXA13,NO,NO
ARHGDIB,NO,NO
NUDT14,NO,NO
ZNF224,NO,NO
DUSP22,NO,NO
ZNF707,NO,NO
ZNF135,NO,NO
CLEC4F,NO,NO
TMEM111,NO,NO
COX7A2,NO,NO
SCGB1A1,NO,NO
ATP5G2,NO,NO
VPS35,NO,NO
TGM3,NO,NO
PPIG,NO,NO
GLYCTK,NO,NO
STARD10,NO,NO
STRC,NO,NO
MOBKL2A,NO,NO
ITGB2,NO,NO
RNF41,NO,NO
AREG,NO,NO
TREM2,NO,NO
LRRC6,NO,NO
KLRB1,NO,NO
PMAIP1,NO,NO
CD177,NO,NO
ZNF570,NO,NO
CEP250,NO,NO
UQCRB,NO,NO
DGCR6,NO,NO
SLC6A14,NO,NO
ZNF439,NO,NO
DARC,NO,NO
WDR40A,NO,NO
KRT7,NO,NO
RHBDL1,NO,NO
GRIPAP1,NO,NO
SYDE2,NO,NO
ARHGAP10,NO,NO
FABP6,NO,NO
DDX47,NO,NO
TSPAN8,NO,NO
PTPN2,NO,NO
SIGLEC1,NO,NO
MB,NO,NO
GPR37L1,NO,NO
CDA,NO,NO
PADI2,NO,NO
RNF186,NO,NO
TMPRSS11B,NO,NO
CCNC,NO,NO
MRGPRX4,NO,NO
TMEM63C,NO,NO
ZRSR2,NO,NO
TSPYL2,NO,NO
HIGD1A,NO,NO
CCDC129,NO,NO
FOLR1,NO,NO
CLEC2D,NO,NO
LIME1,NO,NO
APOL2,NO,NO
CD34,NO,NO
LY9,NO,NO
GC,NO,NO
SLCO1B3,NO,NO
SLC27A5,NO,NO
ARPC1B,NO,NO
ACP5,NO,NO
AGL,NO,NO
FAM107A,NO,NO
HLA-DPA1,NO,NO
MMP10,NO,NO
KLRF1,NO,NO
HRH4,NO,NO
ECH1,NO,NO
ZNF695,NO,NO
KRTCAP3,NO,NO
C1QL3,NO,NO
PHLDA3,NO,NO
TNFRSF1B,NO,NO
APBB3,NO,NO
GP2,NO,NO
PTGER1,NO,NO
ZNF740,NO,NO
EME2,NO,NO
SLC16A11,NO,NO
CRYGD,NO,NO
ANKRD39,NO,NO
C1QTNF3,NO,NO
IL17F,NO,NO
SLCO2B1,NO,NO
RSHL1,NO,NO
TLR9,NO,NO
BHMT2,NO,NO
HMGN4,NO,NO
ATP6V0D2,NO,NO
CH25H,NO,NO
VWF,NO,NO
N4BP1,NO,NO
APBA3,NO,NO
AKR7A3,NO,NO
SLC44A3,NO,NO
PLA1A,NO,NO
AKAP7,NO,NO
BPIL1,NO,NO
RASL11A,NO,NO
TYROBP,NO,NO
AK2,NO,NO
CENPH,NO,NO
RGS14,NO,NO
OBFC1,NO,NO
MAN2A2,NO,NO
PCDH21,NO,NO
NUDT8,NO,NO
DCP1B,NO,NO
TGFB1I1,NO,NO
KCNB1,NO,NO
IL26,NO,NO
LACTB,NO,NO
FAM69A,NO,NO
YIPF4,NO,NO
FABP1,NO,NO
GMEB1,NO,NO
ENPP2,NO,NO
TYRP1,NO,NO
SLC7A8,NO,NO
CEP152,NO,NO
RHOU,NO,NO
CASP10,NO,NO
DECR2,NO,NO
POFUT1,NO,NO
BDKRB1,NO,NO
ING5,NO,NO
KEL,NO,NO
EMR3,NO,NO
SMYD2,NO,NO
ZNF622,NO,NO
HPR,NO,NO
FAM9C,NO,NO
IVL,NO,NO
COL14A1,NO,NO
PF4V1,NO,NO
ECHDC3,NO,NO
CLEC3A,NO,NO
FAM110C,NO,NO
FLJ21511,NO,NO
ZDHHC20,NO,NO
RAB40C,NO,NO
ZNF550,NO,NO
ECE1,NO,NO
RPS13,NO,NO
TPP2,NO,NO
PSG2,NO,NO
PDCL3,NO,NO
SCARB2,NO,NO
HIST1H2BO,NO,NO
ABP1,NO,NO
IFNA7,NO,NO
PAK1,NO,NO
SH3BP1,NO,NO
TCEAL4,NO,NO
RAB3GAP1,NO,NO
ADH1C,NO,NO
CLPS,NO,NO
GATAD1,NO,NO
SLC2A2,NO,NO
PRKRIP1,NO,NO
EHHADH,NO,NO
THBS2,NO,NO
OR1J4,NO,NO
PLD2,NO,NO
LSR,NO,NO
CFD,NO,NO
THBD,NO,NO
ASPHD2,NO,NO
FER1L5,NO,NO
ST8SIA4,NO,NO
CTSL2,NO,NO
PERP,NO,NO
MT1E,NO,NO
ZNF257,NO,NO
GYPC,NO,NO
CCRK,NO,NO
GPR19,NO,NO
AQP10,NO,NO
AGXT,NO,NO
CCR8,NO,NO
SLC39A4,NO,NO
SNAI2,NO,NO
NLRP3,NO,NO
STK25,NO,NO
PLSCR4,NO,NO
MRFAP1,NO,NO
PCDH12,NO,NO
UPP1,NO,NO
LPL,NO,NO
ACAD10,NO,NO
ATP4A,NO,NO
OBP2A,NO,NO
OR7E24,NO,NO
BFAR,NO,NO
MAGEB3,NO,NO
A4GNT,NO,NO
ZNF688,NO,NO
HKR1,NO,NO
TMSB4Y,NO,NO
MIB2,NO,NO
PLA2R1,NO,NO
SAAL1,NO,NO
C1R,NO,NO
NAPG,NO,NO
BPHL,NO,NO
FABP4,NO,NO
SLC31A1,NO,NO
CD3G,NO,NO
TRAPPC6B,NO,NO
BBS2,NO,NO
UGT2A3,NO,NO
PCDHB13,NO,NO
NDUFC1,NO,NO
IL5,NO,NO
DCTN3,NO,NO
UPB1,NO,NO
TTC21B,NO,NO
FAM12A,NO,NO
PSMC6,NO,NO
KIAA1407,NO,NO
MND1,NO,NO
AACS,NO,NO
ALOX15B,NO,NO
BANK1,NO,NO
ZNF184,NO,NO
ZNF438,NO,NO
RNASE3,NO,NO
AKAP13,NO,NO
KCNJ15,NO,NO
DYNC2LI1,NO,NO
CSN3,NO,NO
BNIP1,NO,NO
COL21A1,NO,NO
ABL1,NO,NO
CYP4F12,NO,NO
HSD17B7,NO,NO
C8B,NO,NO
SMPDL3B,NO,NO
GYPA,NO,NO
IGFBP1,NO,NO
PDCD5,NO,NO
ZNF460,NO,NO
CBLC,NO,NO
PRND,NO,NO
SNAP29,NO,NO
APOL3,NO,NO
PTGFR,NO,NO
SELS,NO,NO
FAM89A,NO,NO
TMEM44,NO,NO
POT1,NO,NO
GRK4,NO,NO
SERAC1,NO,NO
SPACA1,NO,NO
CASP7,NO,NO
MYH4,NO,NO
KLK14,NO,NO
TM4SF1,NO,NO
TULP1,NO,NO
HINT3,NO,NO
KIAA1161,NO,NO
HSPC159,NO,NO
HGFAC,NO,NO
SLC22A1,NO,NO
LSM8,NO,NO
ZCCHC6,NO,NO
MT2A,NO,NO
PLD1,NO,NO
PNOC,NO,NO
SCNN1B,NO,NO
LMAN2L,NO,NO
CHRNA1,NO,NO
RUSC2,NO,NO
CEBPE,NO,NO
SQRDL,NO,NO
ELMO3,NO,NO
FAM43B,NO,NO
ITIH4,NO,NO
C1QTNF4,NO,NO
MGC24975,NO,NO
ZNF264,NO,NO
ZNF134,NO,NO
ATP6AP1,NO,NO
CD1B,NO,NO
TRIM11,NO,NO
FSTL1,NO,NO
MUC20,NO,NO
HIGD2A,NO,NO
ITFG2,NO,NO
JAK3,NO,NO
RAB40A,NO,NO
LGTN,NO,NO
MASP2,NO,NO
KBTBD11,NO,NO
HAL,NO,NO
DSCAM,NO,NO
SCML2,NO,NO
TMEM37,NO,NO
STAMBPL1,NO,NO
DEGS2,NO,NO
ZNF14,NO,NO
ANKRD23,NO,NO
MICALL2,NO,NO
POLD3,NO,NO
MOAP1,NO,NO
ADPGK,NO,NO
ZNF416,NO,NO
TMEM158,NO,NO
RAB32,NO,NO
KLHL31,NO,NO
HOXD1,NO,NO
HES6,NO,NO
DNPEP,NO,NO
HOXD9,NO,NO
UBTD1,NO,NO
TMEM132B,NO,NO
LNX2,NO,NO
FBXO27,NO,NO
DGCR6L,NO,NO
CCDC71,NO,NO
GSTA2,NO,NO
MT1B,NO,NO
AMH,NO,NO
CHMP7,NO,NO
SLC43A3,NO,NO
DYNC1H1,NO,NO
BANP,NO,NO
PSG4,NO,NO
ZNF583,NO,NO
HS1BP3,NO,NO
KIAA1383,NO,NO
SLC25A27,NO,NO
FLJ40125,NO,NO
NKX3-2,NO,NO
LAMA2,NO,NO
PHYH,NO,NO
GJA3,NO,NO
RLBP1,NO,NO
TCP10L,NO,NO
MRPL39,NO,NO
PACSIN1,NO,NO
WDR21C,NO,NO
PRCP,NO,NO
PANX1,NO,NO
ALOXE3,NO,NO
ZNF665,NO,NO
PGA3,NO,NO
ZNF543,NO,NO
NHLH1,NO,NO
APOB,NO,NO
USP35,NO,NO
SGPP2,NO,NO
RETSAT,NO,NO
H1FNT,NO,NO
P2RX4,NO,NO
ITGAD,NO,NO
HPS4,NO,NO
CNTN2,NO,NO
HSD3B1,NO,NO
BZRPL1,NO,NO
GABARAPL2,NO,NO
ZNF551,NO,NO
STK11IP,NO,NO
RB1CC1,NO,NO
ZNF345,NO,NO
ZNF333,NO,NO
BRWD1,NO,NO
LIPT1,NO,NO
CDYL,NO,NO
ZNF251,NO,NO
CALCA,NO,NO
DNASE2,NO,NO
SPRR4,NO,NO
TUBB2B,NO,NO
PTPLA,NO,NO
PANX2,NO,NO
SLC9A6,NO,NO
NDUFA10,NO,NO
ANXA5,NO,NO
SLC22A2,NO,NO
ZNF215,NO,NO
TRO,NO,NO
SLC17A2,NO,NO
PQLC1,NO,NO
COBRA1,NO,NO
HELB,NO,NO
BCAS4,NO,NO
PDPN,NO,NO
FRS3,NO,NO
PTGDR,NO,NO
OPN1SW,NO,NO
GRK5,NO,NO
PALM,NO,NO
PJA1,NO,NO
HAX1,NO,NO
PREP,NO,NO
ETV7,NO,NO
TTF1,NO,NO
PUS7L,NO,NO
GARNL1,NO,NO
PVRL2,NO,NO
DCTN6,NO,NO
CCDC91,NO,NO
IL23R,NO,NO
AKR1C4,NO,NO
SFTPD,NO,NO
ITGB7,NO,NO
RAD52,NO,NO
MT1M,NO,NO
DPEP1,NO,NO
RGS7,NO,NO
FOXD4L1,NO,NO
OCIAD2,NO,NO
NAT8B,NO,NO
SAA2,NO,NO
PEX5,NO,NO
SERPINA4,NO,NO
MLC1,NO,NO
GNRHR,NO,NO
MOXD1,NO,NO
SUPT5H,NO,NO
PVR,NO,NO
TEC,NO,NO
ATP6V1G2,NO,NO
ZNF79,NO,NO
MS4A7,NO,NO
TFCP2L1,NO,NO
YIPF7,NO,NO
CNKSR3,NO,NO
JSRP1,NO,NO
MAPK1,NO,NO
XCL2,NO,NO
PRKCDBP,NO,NO
GALNT8,NO,NO
LEMD1,NO,NO
SMOC2,NO,NO
ZSWIM3,NO,NO
MEGF10,NO,NO
CACNB2,NO,NO
MCHR1,NO,NO
LIMK2,NO,NO
ZXDA,NO,NO
THOC3,NO,NO
AMFR,NO,NO
EZH2,NO,NO
TRIP4,NO,NO
SPRR1B,NO,NO
FBXO41,NO,NO
ADH1A,NO,NO
ULK3,NO,NO
USP43,NO,NO
ORC3L,NO,NO
RAD21,NO,NO
IMP3,NO,NO
GPR153,NO,NO
HSPA4L,NO,NO
MUTED,NO,NO
CFTR,NO,NO
MAF1,NO,NO
PELI2,NO,NO
BTBD1,NO,NO
SORD,NO,NO
KIR2DL4,NO,NO
LILRA2,NO,NO
TFF3,NO,NO
KBTBD10,NO,NO
PAGE5,NO,NO
PQLC2,NO,NO
TRIM42,NO,NO
LOC91431,NO,NO
CNTN1,NO,NO
ADAM20,NO,NO
DUOX1,NO,NO
CMTM4,NO,NO
ZNF568,NO,NO
PCDHB8,NO,NO
HBG2,NO,NO
BIRC3,NO,NO
KRBA2,NO,NO
EFHA2,NO,NO
DEFB108B,NO,NO
SPRR2B,NO,NO
LMLN,NO,NO
F12,NO,NO
TTPA,NO,NO
ALG2,NO,NO
ZNF214,NO,NO
NUMB,NO,NO
CYP2A6,NO,NO
ZNF628,NO,NO
WFDC5,NO,NO
L1CAM,NO,NO
ADD2,NO,NO
HTR1E,NO,NO
HIST1H1C,NO,NO
KCNV2,NO,NO
ZNF93,NO,NO
PRKAA2,NO,NO
MFI2,NO,NO
SOX30,NO,NO
ZHX1,NO,NO
CDCA5,NO,NO
ZFAND2A,NO,NO
MTUS1,NO,NO
LOC169834,NO,NO
PXMP2,NO,NO
TNP2,NO,NO
EDN3,NO,NO
ARSD,NO,NO
HHLA2,NO,NO
NCR2,NO,NO
MOBP,NO,NO
TNFSF9,NO,NO
KLK11,NO,NO
ZNF187,NO,NO
KLRC4,NO,NO
B4GALT7,NO,NO
RNF141,NO,NO
AGTR2,NO,NO
SLC30A10,NO,NO
TUBB4Q,NO,NO
GRPEL2,NO,NO
NRSN1,NO,NO
GUSB,NO,NO
SPAM1,NO,NO
TMED3,NO,NO
CRYBB1,NO,NO
TMEM27,NO,NO
SNRPE,NO,NO
ZNF394,NO,NO
APBA2,NO,NO
BCL2L13,NO,NO
F9,NO,NO
FAM116B,NO,NO
GAL3ST1,NO,NO
CLSPN,NO,NO
TCTEX1D1,NO,NO
DAOA,NO,NO
MXRA8,NO,NO
PODXL2,NO,NO
EDF1,NO,NO
RAPSN,NO,NO
AADACL2,NO,NO
TTC17,NO,NO
CLCNKA,NO,NO
SLC35E2,NO,NO
DHX37,NO,NO
LGALS4,NO,NO
ZNF444,NO,NO
FAM83F,NO,NO
RPS23,NO,NO
DYRK4,NO,NO
MANBAL,NO,NO
TMPRSS2,NO,NO
ZNF672,NO,NO
PANK4,NO,NO
SMYD1,NO,NO
TRIM56,NO,NO
FADS1,NO,NO
