name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	name2
NM_001244567	chr22	-	18216905	18257431	18218345	18232882	6	BID
NM_001039366	chr22	-	18074902	18111588	18075439	18111401	8	ATP6V1E1
NM_001290046	chr22	+	17840838	18037856	17978525	18032540	19	CECR2
NM_005315	chr22	-	19136503	19137796	19136503	19137796	3	GSC2
NM_001835	chr22	-	19166986	19279239	19167731	19279164	32	CLTCL1
NM_053004	chr22	-	19775933	19842462	19776231	19808878	8	GNB1L
NM_003325	chr22	-	19318223	19419219	19318962	19418999	25	HIRA
NM_007098	chr22	-	19166986	19279239	19167731	19279164	33	CLTCL1
NR_024159	chr22	+	19005346	19007761	19007761	19007761	1	DGCR9
NR_110533	chr22	+	18958010	19018755	19018755	19018755	6	DGCR5
NM_032775	chr22	-	20795805	20850170	20796359	20843498	7	KLHL22
NR_033825	chr22	-	20795805	20850170	20850170	20850170	6	KLHL22
NM_058004	chr22	-	21061978	21213100	21062334	21213013	55	PI4KA
NR_003608	chr22	-	21362495	21368576	21368576	21368576	3	TUBA3FP
NM_004782	chr22	+	21213291	21245501	21213398	21242124	5	SNAP29
NM_014634	chr22	-	22273791	22307250	22277464	22300420	8	PPM1F
NM_002745	chr22	-	22113946	22221970	22123492	22221730	9	MAPK1
NM_138957	chr22	-	22123318	22221970	22123492	22221730	8	MAPK1
NR_027293	chr22	+	22652462	22677324	22677324	22677324	11	BMS1P20
NR_024448	chr22	-	23980674	24059610	24059610	24059610	12	GUSBP11
NR_037839	chr22	-	23701792	23724313	23724313	23724313	7	CES5AP1
NM_002073	chr22	+	23412668	23467221	23437882	23465618	3	GNAZ
NM_004327	chr22	+	23522551	23660224	23523147	23657709	23	BCR
NM_021574	chr22	+	23522551	23660224	23523147	23657709	22	BCR
NM_014433	chr22	-	23401592	23484241	23401639	23482607	7	RSPH14
NM_015330	chr22	+	24666784	24813708	24698199	24810591	17	SPECC1L
NM_012295	chr22	+	24407764	24574596	24431965	24574164	37	CABIN1
NM_016327	chr22	+	24891250	24922553	24891371	24921762	10	UPB1
NM_001254733	chr22	+	24738075	24813708	24759287	24810591	9	SPECC1L
NM_001254732	chr22	+	24666784	24813708	24698199	24810591	15	SPECC1L
NM_001145468	chr22	+	24666784	24813708	24698199	24810591	16	SPECC1L
NM_001201429	chr22	+	24407764	24574596	24431965	24574164	36	CABIN1
NR_103546	chr22	+	24666784	24838328	24838328	24838328	20	SPECC1L-ADORA2A
NM_000853	chr22	-	24376132	24384311	24376422	24384231	5	GSTT1
NR_024494	chr22	+	25028881	25049327	25049327	25049327	7	BCRP3
NM_001199281	chr22	+	24407819	24574596	24431965	24574164	37	CABIN1
NM_001293807	chr22	-	24376132	24384311	24376422	24384231	5	GSTT1
NM_001293808	chr22	-	24376132	24384311	24376422	24376995	4	GSTT1
NM_001293809	chr22	-	24376132	24384311	24376422	24376995	3	GSTT1
NM_001293810	chr22	-	24376132	24384311	24376422	24376995	4	GSTT1
NM_001293811	chr22	-	24376132	24384311	24376422	24376995	4	GSTT1
NM_001293812	chr22	-	24376132	24384311	24376422	24376995	5	GSTT1
NM_001293813	chr22	-	24376132	24384311	24376499	24384231	3	GSTT1
NM_001293814	chr22	-	24376132	24384311	24376510	24384231	2	GSTT1
NM_001145206	chr22	+	25423940	25593415	25423966	25586747	11	KIAA1671
NM_133454	chr22	+	25202135	25322813	25202292	25320241	25	SGSM1
NM_005160	chr22	+	25960860	26125258	25961007	26118417	21	ADRBK2
NM_001098498	chr22	+	25202135	25322813	25202292	25320241	24	SGSM1
NM_001039948	chr22	+	25202135	25322813	25202292	25320241	26	SGSM1
NM_001098497	chr22	+	25202135	25322813	25202292	25320241	25	SGSM1
NR_110543	chr22	+	27068805	27176856	27176856	27176856	6	MIATNB
NM_001887	chr22	-	26995361	27013991	26995453	27012283	6	CRYBB1
NR_073136	chr22	-	26846848	26875647	26875647	26875647	13	HPS4
NR_073135	chr22	-	26846848	26879829	26879829	26879829	14	HPS4
NM_001184775	chr22	+	26565439	26779563	26565635	26776261	16	SEZ6L
NM_021115	chr22	+	26565439	26779563	26565635	26776261	17	SEZ6L
NM_022081	chr22	-	26846848	26879829	26849198	26877728	14	HPS4
NM_001184773	chr22	+	26565439	26779563	26565635	26776261	17	SEZ6L
NM_152841	chr22	-	26846848	26875647	26849198	26875347	12	HPS4
NM_001184774	chr22	+	26565439	26779563	26565635	26776261	16	SEZ6L
NM_001184777	chr22	+	26565439	26779563	26565635	26776261	15	SEZ6L
NM_001184776	chr22	+	26565439	26779563	26565635	26776261	15	SEZ6L
NM_002430	chr22	-	28144264	28197486	28146902	28196531	2	MN1
NM_007194	chr22	-	29083730	29137822	29083884	29130709	15	CHEK2
NM_001257387	chr22	-	29083730	29137822	29083884	29115402	16	CHEK2
NM_001145418	chr22	-	28374001	29075853	28378208	29075711	23	TTC28
NM_145862	chr22	-	29083730	29137822	29083884	29130709	14	CHEK2
NM_001005735	chr22	-	29083730	29137822	29083884	29130709	16	CHEK2
NM_181831	chr22	+	29999544	30079904	29999987	30079044	15	NF2
NM_181830	chr22	+	29999544	30094589	29999987	30079044	15	NF2
NM_001039570	chr22	+	29469065	29542808	29469118	29538100	9	KREMEN1
NM_181828	chr22	+	29999544	30094589	29999987	30079044	16	NF2
NM_181825	chr22	+	29999544	30079904	29999987	30079044	16	NF2
NM_001267895	chr22	+	29601900	29655586	29602027	29654933	15	EMID1
NM_021076	chr22	+	29876180	29887277	29876251	29886692	4	NEFH
NM_181833	chr22	+	29999544	30094589	29999987	30090791	5	NF2
NM_181829	chr22	+	29999544	30094589	29999987	30079044	16	NF2
NM_133455	chr22	+	29601900	29655586	29602027	29654933	15	EMID1
NM_001127	chr22	-	29723668	29784572	29724809	29763232	23	AP1B1
NM_016418	chr22	+	29999544	30094589	29999987	30079044	17	NF2
NM_181832	chr22	+	29999544	30094589	29999987	30079044	17	NF2
NM_019103	chr22	-	30126944	30162969	30127213	30144533	7	ZMAT5
NM_032045	chr22	+	29469065	29564321	29469118	29563094	10	KREMEN1
NM_145730	chr22	-	29723668	29784572	29724809	29763232	21	AP1B1
NM_001003692	chr22	-	30126944	30162969	30127213	30144533	6	ZMAT5
NM_000268	chr22	+	29999544	30094589	29999987	30090791	16	NF2
NM_001166019	chr22	-	29723668	29784572	29724809	29763232	21	AP1B1
NM_033382	chr22	+	30792929	30812964	30793105	30812490	11	SEC14L2
NM_001282740	chr22	+	31160239	31303811	31266660	31302326	13	OSBP2
NM_001193336	chr22	-	30920916	30942669	30920983	30942669	12	SEC14L6
NM_030758	chr22	+	31090792	31303811	31090896	31302326	14	OSBP2
NM_152510	chr22	+	30476452	30573062	30489941	30572156	11	HORMAD2
NM_001282738	chr22	+	31089768	31303811	31090047	31302326	15	OSBP2
NM_001282739	chr22	+	31090792	31303811	31090896	31302326	14	OSBP2
NM_001204204	chr22	+	30792929	30821291	30793105	30818396	10	SEC14L2
NM_001291932	chr22	+	30792929	30821291	30802362	30818396	11	SEC14L2
NM_012429	chr22	+	30792929	30821291	30793105	30818396	12	SEC14L2
NM_001303256	chr22	-	31322597	31364483	31322789	31363875	26	MORC2
NM_014941	chr22	-	31322597	31364483	31322789	31346402	27	MORC2
NM_001303257	chr22	-	31322597	31364483	31322789	31363875	26	MORC2
NR_024211	chr22	+	31556137	31603005	31603005	31603005	6	RNF185
NM_001258325	chr22	+	31892124	32014537	31904270	32014404	31	SFI1
NM_001258327	chr22	+	31892124	32014537	31904270	32014404	31	SFI1
NM_001258326	chr22	+	31892124	32014537	31904270	32014404	31	SFI1
NM_001136029	chr22	+	32150847	32303020	32150907	32302483	42	DEPDC5
NM_173566	chr22	-	32077333	32146120	32081512	32134846	9	PRR14L
NM_019843	chr22	-	31835344	31885874	31835865	31884704	19	EIF4ENIF1
NM_001242897	chr22	+	32149936	32303020	32150907	32302483	40	DEPDC5
NM_152267	chr22	+	31556137	31603005	31583080	31600572	7	RNF185
NM_001242896	chr22	+	32150008	32303020	32150907	32302483	43	DEPDC5
NM_014775	chr22	+	31892124	32014537	31904270	32014404	32	SFI1
NR_110988	chr22	+	32150008	32303020	32303020	32303020	39	DEPDC5
NM_001007467	chr22	+	31892124	32014537	31904270	32014404	33	SFI1
NM_014662	chr22	+	32150847	32303020	32150907	32302483	41	DEPDC5
NR_024209	chr22	+	31556137	31603005	31603005	31603005	7	RNF185
NM_001164501	chr22	-	31835344	31885547	31835865	31884704	19	EIF4ENIF1
NR_024210	chr22	+	31556137	31603005	31603005	31603005	7	RNF185
NR_024212	chr22	+	31556137	31603005	31603005	31603005	6	RNF185
NM_001164502	chr22	-	31835344	31885874	31835865	31884704	17	EIF4ENIF1
NM_001135825	chr22	+	31556137	31603005	31583080	31600572	5	RNF185
NM_014227	chr22	-	32614462	32651318	32614500	32651316	15	SLC5A4
NM_133633	chr22	-	32908539	33402806	32909794	33402647	12	SYN3
NM_003490	chr22	-	32908539	33402806	32909678	33402647	13	SYN3
NM_001135774	chr22	-	32908539	33454377	32909678	33402647	14	SYN3
NM_133642	chr22	-	33669061	34316416	33670412	34157463	15	LARGE
NM_004737	chr22	-	33669061	34316416	33670412	34157463	16	LARGE
NR_126356	chr22	-	35515816	35627049	35627049	35627049	6	LINC01399
NM_002133	chr22	+	35777059	35790207	35777166	35789591	5	HMOX1
NM_014309	chr22	-	36134782	36236630	36140241	36236265	12	RBFOX2
NM_001082576	chr22	-	36134782	36236630	36140251	36236265	13	RBFOX2
NM_001031695	chr22	-	36134782	36236630	36140251	36236265	13	RBFOX2
NM_030641	chr22	+	36044423	36064456	36052472	36055643	3	APOL6
NM_001082579	chr22	-	36134782	36424585	36140251	36424473	14	RBFOX2
NM_001082578	chr22	-	36134782	36424585	36140251	36424473	14	RBFOX2
NM_001082577	chr22	-	36134782	36236630	36140241	36236265	12	RBFOX2
NM_001289000	chr22	-	37461475	37505603	37462119	37499457	19	TMPRSS6
NM_153609	chr22	-	37461475	37499693	37462119	37499579	18	TMPRSS6
NM_001289001	chr22	-	37461475	37505449	37462119	37499457	18	TMPRSS6
NM_006078	chr22	-	36956915	37098690	36960397	37098621	4	CACNG2
NR_029413	chr22	-	37865100	37882478	37882478	37882478	7	MFNG
NM_001195071	chr22	-	38615297	38668670	38617475	38643967	9	TMEM184B
NM_001242923	chr22	+	38245378	38284789	38245456	38284471	11	EIF3L
NM_001172688	chr22	+	38005046	38029571	38014469	38028718	18	GGA1
NM_001172687	chr22	+	38004480	38029571	38004867	38028718	17	GGA1
NM_001195072	chr22	-	38615297	38669040	38617475	38642100	10	TMEM184B
NM_012264	chr22	-	38615297	38669040	38617475	38643967	9	TMEM184B
NM_001199562	chr22	-	38507501	38577836	38508167	38565433	16	PLA2G6
NM_013365	chr22	+	38004480	38029571	38004867	38028718	17	GGA1
NM_016091	chr22	+	38245378	38284789	38245456	38284471	13	EIF3L
NM_001166343	chr22	-	37865100	37882425	37866000	37882215	7	MFNG
NM_001039141	chr22	+	38092994	38172563	38097372	38168769	24	TRIOBP
NM_001001560	chr22	+	38004480	38029571	38004867	38028718	15	GGA1
NM_003560	chr22	-	38507501	38577761	38508167	38565433	17	PLA2G6
NM_002405	chr22	-	37865100	37882478	37866000	37882215	8	MFNG
NM_001004426	chr22	-	38507501	38577761	38508167	38565433	16	PLA2G6
NM_001301130	chr22	+	38349669	38437922	38349794	38437099	6	POLR2F
NM_001301131	chr22	+	38349669	38437922	38349794	38437099	5	POLR2F
NM_001033853	chr22	-	39708886	39715670	39708944	39715602	10	RPL3
NM_001278208	chr22	-	38914953	38964414	38916024	38964261	11	DMC1
NM_015373	chr22	+	39052657	39069855	39064059	39069241	5	CBY1
NM_000967	chr22	-	39708886	39715670	39708944	39715602	10	RPL3
NM_007068	chr22	-	38914953	38966201	38916024	38964261	14	DMC1
NM_001002880	chr22	+	39052657	39069855	39061599	39069241	6	CBY1
NM_021096	chr22	+	39966757	40085740	39966757	40082410	37	CACNA1I
NM_015088	chr22	+	40573928	40731812	40574139	40719245	21	TNRC6B
NM_001162501	chr22	+	40573928	40731812	40574139	40719245	23	TNRC6B
NM_001024843	chr22	+	40440820	40731812	40521821	40719245	24	TNRC6B
NM_152512	chr22	-	40139048	40289794	40139683	40283752	7	ENTHD1
NM_001003406	chr22	+	39966757	40085740	39966757	40082410	36	CACNA1I
NM_022098	chr22	+	41253084	41328823	41253185	41322439	10	XPNPEP3
NM_001429	chr22	+	41488613	41576081	41489008	41574960	31	EP300
NM_002883	chr22	-	41640780	41682255	41642606	41677048	16	RANGAP1
NM_001278651	chr22	-	41640780	41682021	41642606	41677048	17	RANGAP1
NM_024053	chr22	-	42334740	42343148	42335059	42343080	6	CENPM
NM_024821	chr22	+	42196677	42222303	42204894	42221827	7	CCDC134
NM_005008	chr22	-	42069936	42084913	42070936	42078362	4	NHP2L1
NM_005650	chr22	-	42556018	42611347	42564658	42611311	5	TCF20
NM_001003796	chr22	-	42069936	42084913	42070936	42084800	3	NHP2L1
NM_181492	chr22	-	42556018	42611347	42557346	42611311	4	TCF20
NM_001002876	chr22	-	42334740	42343148	42335186	42343080	5	CENPM
NM_173050	chr22	-	43599228	43739394	43600002	43739267	22	SCUBE1
NM_001184970	chr22	-	43265771	43411184	43267362	43308086	11	PACSIN2
NM_001197	chr22	+	43506753	43525718	43520028	43525311	5	BIK
NM_001243385	chr22	+	44464996	44565112	44465041	44564558	13	PARVB
NM_001243386	chr22	+	44422183	44565112	44489851	44564558	12	PARVB
NM_013327	chr22	+	44420156	44565112	44420219	44564558	13	PARVB
NM_001099294	chr22	-	44639556	44708731	44645564	44696825	5	KIAA1644
NM_001003828	chr22	+	44395090	44565112	44395220	44564558	14	PARVB
NM_001198726	chr22	+	45148437	45258664	45182407	45258195	11	ARHGAP8
NM_001017526	chr22	+	45148437	45258664	45182407	45258475	13	ARHGAP8
NM_001284296	chr22	-	45277042	45404874	45278965	45312237	14	PHF21B
NM_001291501	chr22	-	45739944	45809500	45740436	45809448	23	SMC1B
NM_001009880	chr22	-	45588122	45636650	45593056	45636584	10	KIAA0930
NM_001242450	chr22	-	45277042	45404874	45278965	45404692	13	PHF21B
NM_181334	chr22	+	45098077	45258664	45098354	45258475	15	PRR5-ARHGAP8
NM_001135862	chr22	-	45277042	45405809	45278965	45405430	14	PHF21B
NM_181335	chr22	+	45148437	45258664	45182407	45258475	12	ARHGAP8
NM_138415	chr22	-	45277042	45405581	45278965	45405430	13	PHF21B
NM_148674	chr22	-	45739944	45809500	45740436	45809448	25	SMC1B
NM_015124	chr22	+	47022657	47075688	47022696	47073148	18	GRAMD4
NM_014246	chr22	-	46756730	46933067	46759074	46933067	35	CELSR1
NM_001082967	chr22	+	48885271	49147747	48885404	49145659	4	FAM19A5
NM_015381	chr22	+	48972117	49147747	48972292	49145659	4	FAM19A5
NR_110522	chr22	-	49808173	50051190	50051190	50051190	3	C22orf34
NM_014577	chr22	-	50166936	50218452	50167880	50217965	12	BRD1
NR_110523	chr22	-	49808173	50051190	50051190	50051190	5	C22orf34
NM_012401	chr22	-	50713407	50746001	50714132	50729013	37	PLXNB2
NM_033517	chr22	+	51113069	51171640	51113069	51169740	22	SHANK3
NM_001164105	chr22	+	50528684	50600116	50528904	50599892	26	MOV10L1
NM_014678	chr22	+	50781745	50883518	50832337	50882676	23	PPP6R2
NM_001164104	chr22	+	50528434	50600116	50528517	50599878	26	MOV10L1
NM_001242898	chr22	+	50781745	50883518	50832337	50882676	24	PPP6R2
NM_018995	chr22	+	50528434	50600116	50528517	50599878	27	MOV10L1
NM_001242900	chr22	+	50781745	50883518	50832337	50882662	23	PPP6R2
NM_001242899	chr22	+	50781745	50883518	50832337	50882676	23	PPP6R2
NM_001164106	chr22	+	50585483	50600116	50585570	50599878	9	MOV10L1
NM_138433	chr22	+	50986461	50989452	50986595	50988380	1	KLHDC7B
NR_073460	chr22	+	16162065	16172265	16172265	16172265	3	BMS1P17
NR_073459	chr22	+	16162065	16172265	16172265	16172265	3	BMS1P18
NR_122113	chr22	-	16150528	16193009	16193009	16193009	8	DUXAP8
NM_001136213	chr22	-	16256331	16287937	16258185	16287885	11	POTEH
NR_046571	chr22	+	16274608	16277577	16277577	16277577	2	POTEH-AS1
NM_001005239	chr22	-	16448823	16449804	16448823	16449804	1	OR11H1
NM_014406	chr22	-	17071647	17073700	17071766	17073440	1	CCT8L2
NR_040115	chr22	-	17134598	17156430	17156430	17156430	9	ANKRD62P1-PARP4P3
NR_001591	chr22	+	17082800	17129720	17129720	17129720	9	TPTEP1
NR_003607	chr22	+	17308363	17310225	17310225	17310225	2	HSFY1P1
NM_001037814	chr22	-	17442826	17489112	17443622	17489004	10	GAB4
NR_015352	chr22	+	17517459	17539682	17539682	17539682	4	CECR7
NM_001163079	chr22	-	17597188	17602257	17600280	17600952	2	CECR6
NM_031890	chr22	-	17597188	17602213	17600280	17602017	1	CECR6
NM_033070	chr22	-	17618409	17640169	17618910	17640141	8	CECR5
NM_017829	chr22	-	17618409	17646177	17618910	17646134	8	CECR5
NM_177405	chr22	-	17659679	17680673	17662372	17680468	7	CECR1
NM_014339	chr22	+	17565848	17596584	17565981	17590710	13	IL17RA
NR_024483	chr22	+	17640278	17646335	17646335	17646335	2	CECR5-AS1
NR_024482	chr22	+	17640278	17646335	17646335	17646335	2	CECR5-AS1
NR_103793	chr22	+	17602484	17612994	17612994	17612994	4	LOC100996342
NM_001289905	chr22	+	17565848	17596584	17565981	17590710	12	IL17RA
NR_038398	chr22	-	17737749	17747623	17747623	17747623	3	CECR3
NM_001288707	chr22	-	18062922	18071958	18063079	18070784	4	LOC101929372
NM_001303484	chr22	+	18043138	18073656	18062710	18073002	10	SLC25A18
NM_031481	chr22	+	18043138	18073656	18062710	18073002	11	SLC25A18
NM_001270735	chr22	+	18121349	18213621	18138477	18209456	4	BCL2L13
NM_001270729	chr22	+	18121349	18213621	18185038	18210300	6	BCL2L13
NM_001270734	chr22	+	18121349	18213621	18138477	18209572	5	BCL2L13
NM_001270731	chr22	+	18121349	18213621	18185038	18210300	6	BCL2L13
NM_001270730	chr22	+	18121349	18213621	18185038	18210300	5	BCL2L13
NM_001270726	chr22	+	18121349	18213621	18121459	18210300	6	BCL2L13
NM_001270733	chr22	+	18189423	18213621	18209682	18210300	2	BCL2L13
NM_015367	chr22	+	18121349	18213621	18138477	18210300	7	BCL2L13
NM_001270728	chr22	+	18121349	18213621	18138477	18209456	4	BCL2L13
NM_001270727	chr22	+	18121349	18213621	18121459	18210300	5	BCL2L13
NR_073069	chr22	+	18138427	18213621	18213621	18213621	5	BCL2L13
NM_001270732	chr22	+	18121349	18213621	18138477	18209456	5	BCL2L13
NR_073068	chr22	+	18138427	18213621	18213621	18213621	5	BCL2L13
NR_036168	chr22	-	18246945	18247025	18247025	18247025	1	MIR3198-1
NR_103718	chr22	+	18260055	18262247	18262247	18262247	1	LINC00528
NR_030378	chr22	-	18463633	18463727	18463727	18463727	1	MIR648
NM_017929	chr22	+	18560685	18573797	18561142	18570841	6	PEX26
NM_001199319	chr22	+	18560685	18573797	18561142	18570841	5	PEX26
NR_024417	chr22	+	18512150	18520734	18520734	18520734	2	FLJ41941
NM_001127649	chr22	+	18560759	18573797	18561142	18570841	5	PEX26
NM_017414	chr22	+	18632757	18660162	18640430	18659584	11	USP18
NR_003267	chr22	-	18761201	18779474	18779474	18779474	13	GGT3P
NR_045121	chr22	+	18958010	18982142	18982142	18982142	3	DGCR5
NM_005675	chr22	+	18893735	18899601	18893887	18899202	5	DGCR6
NM_016335	chr22	-	18900286	18924066	18900687	18923800	15	PRODH
NM_001195226	chr22	-	18900286	18923964	18900687	18918660	14	PRODH
NR_002733	chr22	+	18958010	18982142	18982142	18982142	4	DGCR5
NM_022719	chr22	-	19117791	19132190	19121708	19132153	10	DGCR14
NR_033674	chr22	-	19023794	19109967	19109967	19109967	9	DGCR2
NM_005137	chr22	-	19023794	19109967	19026377	19109719	10	DGCR2
NM_001173534	chr22	-	19023794	19109967	19026377	19109719	9	DGCR2
NM_001173533	chr22	-	19023794	19109967	19026377	19109719	9	DGCR2
NR_026651	chr22	+	19010136	19011063	19011063	19011063	1	DGCR10
NM_001184781	chr22	-	19023794	19109967	19026377	19109719	10	DGCR2
NM_053006	chr22	+	19118320	19120136	19118912	19119989	1	TSSK2
NR_024157	chr22	-	19033674	19035888	19035888	19035888	1	DGCR11
NR_046298	chr22	-	19163087	19166376	19166376	19166376	8	SLC25A1
NM_001256534	chr22	-	19163087	19166018	19163642	19165868	8	SLC25A1
NM_005984	chr22	-	19163087	19166376	19163642	19166186	9	SLC25A1
NM_001287387	chr22	-	19163087	19166018	19163642	19165371	9	SLC25A1
NR_103767	chr22	+	19159218	19160345	19160345	19160345	1	LINC01311
NM_001035247	chr22	-	19437463	19466738	19438262	19466608	12	UFD1L
NM_001166242	chr22	-	19428409	19435755	19429166	19435322	3	C22orf39
NM_173793	chr22	-	19430672	19435755	19431787	19435322	3	C22orf39
NM_001178011	chr22	+	19467348	19508135	19467491	19506431	18	CDC45
NM_001178010	chr22	+	19467348	19508135	19467491	19506431	20	CDC45
NM_005659	chr22	-	19437463	19466738	19438192	19466608	12	UFD1L
NM_001130861	chr22	-	19510546	19512860	19511121	19512033	1	CLDN5
NM_003277	chr22	-	19510546	19512860	19511121	19512033	2	CLDN5
NM_003504	chr22	+	19467348	19508135	19467491	19506431	19	CDC45
NM_003776	chr22	+	19420035	19423596	19420077	19423485	4	MRPL40
NR_024381	chr22	-	19553652	19554362	19554362	19554362	1	LINC00895
NR_037612	chr22	+	19705991	19712297	19712297	19712297	12	SEPT5-GP1BB
NR_037611	chr22	+	19704742	19712297	19712297	19712297	12	SEPT5-GP1BB
NM_001009939	chr22	+	19705957	19710845	19706260	19709834	11	SEPT5
NM_080647	chr22	+	19744225	19754855	19747166	19754390	9	TBX1
NM_005992	chr22	+	19744225	19771112	19747166	19770545	10	TBX1
NM_002688	chr22	+	19701986	19710845	19702111	19710007	12	SEPT5
NM_000407	chr22	+	19711065	19712297	19711092	19711987	2	GP1BB
NM_080646	chr22	+	19744225	19767068	19747166	19766930	9	TBX1
NM_024627	chr22	-	19833660	19842371	19838689	19839784	3	C22orf29
NM_001283248	chr22	+	20008591	20053449	20024321	20050919	6	TANGO2
NM_007310	chr22	+	19950069	19957498	19950199	19956259	4	COMT
NR_039918	chr22	+	19951275	19951357	19951357	19951357	1	MIR4761
NM_000754	chr22	+	19929262	19957498	19950049	19956259	6	COMT
NM_152906	chr22	+	20008591	20053449	20024321	20052185	9	TANGO2
NM_001135162	chr22	+	19939044	19957498	19950049	19956259	6	COMT
NM_001135161	chr22	+	19938459	19957498	19950049	19956259	6	COMT
NR_029706	chr22	+	20020661	20020743	20020743	20020743	1	MIR185
NM_001670	chr22	-	19957401	20004309	19958750	19978317	20	ARVCF
NM_001283179	chr22	+	20004522	20053449	20024321	20052185	7	TANGO2
NM_001283235	chr22	+	20008591	20053449	20040021	20052185	8	TANGO2
NM_001283186	chr22	+	20008591	20053449	20024321	20052185	7	TANGO2
NM_001283106	chr22	+	20004522	20053449	20024321	20052185	10	TANGO2
NM_001283154	chr22	+	20008591	20053449	20024321	20052115	9	TANGO2
NM_001283129	chr22	+	20008591	20053449	20024438	20052185	9	TANGO2
NM_001283116	chr22	+	20008591	20053449	20024321	20052185	9	TANGO2
NR_104274	chr22	+	20008591	20053449	20053449	20053449	7	TANGO2
NR_104275	chr22	+	20024282	20053449	20053449	20053449	6	TANGO2
NM_001283199	chr22	+	20008591	20053449	20024321	20052185	7	TANGO2
NM_001283148	chr22	+	20008591	20053449	20024321	20052115	9	TANGO2
NM_001283215	chr22	+	20008591	20053449	20024438	20052087	7	TANGO2
NM_001257994	chr22	-	20099388	20104818	20100296	20104429	12	TRMT2A
NM_182984	chr22	-	20099388	20104818	20100085	20104429	13	TRMT2A
NM_001185024	chr22	+	20119363	20135530	20119470	20134754	11	ZDHHC8
NR_037412	chr22	+	20073268	20073356	20073356	20073356	1	MIR3618
NM_022720	chr22	+	20067754	20099400	20073486	20097631	14	DGCR8
NM_022727	chr22	-	20099388	20104818	20100085	20104429	12	TRMT2A
NM_013373	chr22	+	20119363	20135530	20119470	20132923	11	ZDHHC8
NM_001243537	chr22	-	20136108	20137431	20136136	20137261	6	LOC388849
NM_001278641	chr22	+	20105475	20114880	20106670	20114575	6	RANBP1
NR_031706	chr22	+	20073580	20073665	20073665	20073665	1	MIR1306
NM_001190326	chr22	+	20067754	20099400	20073486	20097631	13	DGCR8
NM_002882	chr22	+	20104946	20114880	20105172	20114575	6	RANBP1
NM_001278639	chr22	+	20103460	20114880	20103707	20114575	6	RANBP1
NM_001278640	chr22	+	20104946	20114880	20105172	20114575	6	RANBP1
NR_106874	chr22	-	20102208	20102274	20102274	20102274	1	MIR6816
NR_038460	chr22	-	20186252	20192441	20192441	20192441	4	LOC284865
NR_031618	chr22	-	20236656	20236734	20236734	20236734	1	MIR1286
NM_033257	chr22	-	20301760	20307628	20302197	20307511	5	DGCR6L
NM_023004	chr22	-	20228937	20255816	20229233	20255615	2	RTN4R
NR_026919	chr22	+	20193854	20196060	20196060	20196060	1	LINC00896
NM_001242313	chr22	+	20377668	20380440	20377847	20380326	9	TMEM191B
NR_003563	chr22	-	20383730	20398695	20398695	20398695	15	PI4KAP1
NM_015672	chr22	-	20455993	20461786	20456381	20461301	1	RIMBP3
NM_182895	chr22	-	20778873	20792146	20779664	20792041	12	SCARF2
NR_046282	chr22	+	20748404	20762753	20762753	20762753	6	ZNF74
NM_001256523	chr22	+	20748404	20762753	20748918	20759946	4	ZNF74
NM_001256525	chr22	+	20748404	20762753	20755014	20761258	5	ZNF74
NM_001256524	chr22	+	20748404	20762753	20748918	20761258	6	ZNF74
NM_003426	chr22	+	20748404	20762753	20748918	20761258	5	ZNF74
NM_153334	chr22	-	20778873	20792146	20779664	20792041	12	SCARF2
NM_001003891	chr22	+	20861828	20941919	20861965	20940991	18	MED15
NM_001293234	chr22	+	20861828	20941919	20861965	20940991	17	MED15
NM_001293235	chr22	+	20861828	20941919	20891413	20940991	17	MED15
NM_015889	chr22	+	20861828	20941919	20861965	20940991	17	MED15
NM_001293237	chr22	+	20862334	20941919	20891413	20940991	17	MED15
NM_001293236	chr22	+	20861828	20941919	20861965	20940991	16	MED15
NR_026815	chr22	+	21055401	21058891	21058891	21058891	8	TMEM191A
NR_024592	chr22	+	21043842	21046009	21046009	21046009	1	POM121L4P
NM_000185	chr22	+	21128382	21142008	21133600	21141354	5	SERPIND1
NM_006767	chr22	+	21336557	21353326	21336660	21351637	21	LZTR1
NM_001008695	chr22	-	21354060	21356404	21354168	21356200	5	THAP7
NM_030573	chr22	-	21354060	21356404	21354168	21356200	4	THAP7
NM_144704	chr22	+	21319417	21335649	21322232	21335320	21	AIFM3
NM_005207	chr22	+	21271713	21308037	21272222	21304133	3	CRKL
NR_110537	chr22	+	21311379	21318968	21318968	21318968	2	LOC101928891
NR_027464	chr22	+	21321446	21335649	21335649	21335649	19	AIFM3
NM_001146288	chr22	+	21321446	21335649	21322232	21335320	20	AIFM3
NR_027052	chr22	+	21356210	21357561	21357561	21357561	2	THAP7-AS1
NR_027051	chr22	+	21356210	21364663	21364663	21364663	2	THAP7-AS1
NM_001018060	chr22	+	21319417	21335649	21322232	21335320	20	AIFM3
NR_030379	chr22	-	21388464	21388561	21388561	21388561	1	MIR649
NM_001291006	chr22	+	21400248	21418457	21400275	21414817	10	LRRC74B
NR_037566	chr22	+	21457304	21476575	21476575	21476575	6	BCRP2
NR_002829	chr22	-	21396680	21398538	21398538	21398538	2	P2RX6P
NR_027006	chr22	+	21400248	21418457	21418457	21418457	11	LRRC74B
NM_001159554	chr22	+	21369441	21382302	21369463	21380906	12	P2RX6
